Rk	team	categories	R1	R2	R3	R4	R5	R6	R7	R8	R9	Pts	Spk	1sts	2nds	Irons	3rds
66=	Alastair Bowyer		St Andrews A	78	77	78	81	77	80	79	80	78	708	78.67	1.33
70=	Alex Martin		Exeter A	75	81	76	79	76	83	79	74	84	707	78.56	3.37
70=	Eli Ferrell		EUDU BF	80	77	73	82	80	80	77	78	80	707	78.56	2.50
70=	Isaac Gilbert		GUU B	80	77	83	77	79	80	75	80	76	707	78.56	2.36
70=	Bonfilio Dazzle	ESL	Oxford D	75	77	77	81	81	80	77	79	80	707	78.56	2.01
70=	Lwandle Ntshangase		Oxford E	80	80	77	78	81	77	78	76	80	707	78.56	1.64
70=	Dhruv Hariharan		Zurich A	78	79	77	75	77	80	79	79	83	707	78.56	2.11
76=	Tanush Agarwal		Oxford D	76	76	78	80	80	80	77	79	80	706	78.44	1.64
76=	Adrianna Mazur	ESL	Trivium B	79	79	79	83	74	79	80	78	75	706	78.44	2.50
76=	Rina Neiman	ESL	BGU A	77	76	79	82	78	78	78	78	80	706	78.44	1.64
76=	Jack Jillings		St Andrews C	77	81	77	81	76	79	77	81	77	706	78.44	1.95
76=	Yit		Warwick YZ	81	81	77	78	74	78	81	81	75	706	78.44	2.59
81=	Mahathir Mahmud		GUU A	78	77	76	79	78	81	76	81	79	705	78.33	1.76
81=	Tarun R.	ESL	Sciences Po A	78	77	78	78	80	79	78	77	80	705	78.33	1.05
81=	Rhea Abraham		GUU A	78	79	75	78	79	80	76	82	78	705	78.33	1.94
81=	Arjun Gunalan		LSE C	80	80	81	81	78	78	77	73	77	705	78.33	2.40
85	Pavle Antonijević	ESL	Belgrade C	77	79	74	77	78	81	81	81	76	704	78.22	2.35
86=	Omer Bareket	ESL	Technion B	79	78	78	80	76	77	77	80	78	703	78.11	1.29
86=	Ava Murphy		TCD Hist AM	79	78	76	77	78	78	79	82	76	703	78.11	1.73
86=	Irina Chicus	ESL	Amsterdam OI	82	75	78	78	74	78	78	80	80	703	78.11	2.33
86=	Cara Shepherd		St Andrews B	77	81	78	78	78	79	79	77	76	703	78.11	1.37
90=	Oana Nitu	ESL	Amsterdam OI	82	76	79	76	74	78	79	79	79	702	78.00	2.21
90=	Zainab Sardar		EUDU CS	78	79	81	80	76	78	78	76	76	702	78.00	1.70
90=	Amitai Wagner	ESL	Haifa A	79	76	78	77	83	72	74	81	82	702	78.00	3.46
90=	Dominic Westwood		EUDU FW	76	79	80	78	77	78	80	75	79	702	78.00	1.63
90=	Tom Milling		EUDU DM	80	83	80	82	77	72	80	72	76	702	78.00	3.80
90=	Liv Misztowt		Cardiff A	78	82	77	77	76	80	79	78	75	702	78.00	2.00
90=	Katarina Lazic	ESL	Belgrade C	75	80	76	77	78	82	80	79	75	702	78.00	2.31
90=	Nora Flynn-McIver		EUDU FW	75	77	81	78	79	79	79	76	78	702	78.00	1.70
90=	Freddy Simonnet-Lefevre		St Andrews C	78	82	76	79	74	78	78	80	77	702	78.00	2.16
99=	Joshua Stone		KCL B	77	76	79	77	80	77	83	77	75	701	77.89	2.28
99=	Adrianne Ward		UCD L&amp;H B	76	77	78	79	80	78	80	76	77	701	77.89	1.45
99=	Allison Zhang	ESL	Munich B	78	77	82	77	74	77	77	81	78	701	77.89	2.23
102=	Lovro Marušić	ESL	Zagreb B	72	80	77	80	78	77	76	80	80	700	77.78	2.53
102=	Daanish Sohail Sonawala		Imperial B	78	73	81	81	76	75	76	79	81	700	77.78	2.78
102=	Esme Thornhill-Davis		EUDU DM	80	82	79	82	76	73	80	73	75	700	77.78	3.39
105=	Hanna Pabiś	ESL	Warsaw HI	76	77	75	77	81	81	81	76	75	699	77.67	2.45
105=	Ramy Masalha	ESL	Haifa A	79	75	78	77	81	73	74	81	81	699	77.67	2.94
105=	Laura Hallmark		Imperial B	78	74	82	80	76	74	75	79	81	699	77.67	2.87
108=	Igor Szar	ESL	Warsaw HI	75	78	76	77	79	80	82	76	75	698	77.56	2.27
108=	Karni Shifrin	ESL	Technion B	78	79	78	79	74	78	75	80	77	698	77.56	1.83
108=	Obrad	ESL	Belgrade D	78	79	77	78	73	80	79	77	77	698	77.56	1.89
108=	Rohan campion		UCL B	76	80	77	77	78	75	77	79	79	698	77.56	1.50
108=	Teymour Aldridge		Zurich A	77	80	75	74	76	78	77	79	82	698	77.56	2.36
113=	Idan Ben Avi	ESL	Chronos A	76	77	79	78	78	76	80	77	76	697	77.44	1.34
113=	Emma Hansen	ESL	Berlin A	77	79	76	75	81	77	78	76	78	697	77.44	1.71
113=	Henrietta Vanni		TCD Phil B	77	77	81	77	79	75	76	77	78	697	77.44	1.64
113=	Lara Subotičanec	ESL	Zagreb B	73	81	76	78	78	77	76	80	78	697	77.44	2.22
117=	Stefan Milicescu	ESL	LSE C	78	78	79	81	77	77	78	73	75	696	77.33	2.16
117=	H Clement-Jones		Exeter A	74	78	76	79	77	81	79	72	80	696	77.33	2.75
117=	Mikołaj Jabłoński	ESL	Cardiff A	77	81	76	77	75	80	78	77	75	696	77.33	1.94
117=	Ben Kieran-Glennon		TCD Hist KGW	76	77	76	78	71	78	79	80	81	696	77.33	2.75
117=	Lexi Scholefield		Oxford H	76	77	82	77	75	77	81	78	73	696	77.33	2.62
117=	David Kelly		TCD Phil D	76	74	79	77	76	79	82	77	76	696	77.33	2.21
117=	Leon Kersten	ESL	Chronos A	74	77	78	78	78	77	80	77	77	696	77.33	1.49
117=	Aurora Zhang		KCL B	77	74	79	76	80	75	83	76	76	696	77.33	2.67
125=	Jessica Gurevich	ESL	BGU A	76	74	78	81	76	77	77	76	80	695	77.22	2.04
125=	Tommy Koh		TCD Phil D	75	75	78	77	77	78	82	78	75	695	77.22	2.10
125=	Aigerim Aibassova	ESL	NU S	75	79	77	80	74	75	82	77	76	695	77.22	2.48
125=	Hilary Vanni		TCD Phil B	77	75	80	78	78	75	78	77	77	695	77.22	1.47
125=	Adi Stiassnie	ESL	OUI AA	75	79	75	79	80	78	81	76	72	695	77.22	2.74
130=	Hannah Edwards		Oxford F	77	79	76	75	78	79	77	77	76	694	77.11	1.29
130=	Strahinja Batanjski	ESL	Belgrade D	77	78	77	77	72	80	79	77	77	694	77.11	2.08
130=	Nav Dhaliwal		UCL B	75	79	76	76	78	77	77	79	77	694	77.11	1.29
130=	Athena Wu		TCD Hist KGW	77	77	75	77	71	78	78	79	82	694	77.11	2.81
130=	Roy Yaron	ESL	BGU B	78	71	80	78	77	75	78	81	76	694	77.11	2.77
130=	Oren Shacham	ESL	Tel Aviv RO	77	79	78	76	74	79	77	77	77	694	77.11	1.45
136=	Manuel Englert	ESL	Berlin A	76	78	76	76	81	76	77	76	77	693	77.00	1.56
136=	Roy Perri	ESL	BGU B	77	71	80	77	77	76	78	80	77	693	77.00	2.49
136=	Michal Rubin	ESL	HUJI MM	79	76	77	77	76	79	80	75	74	693	77.00	1.89
136=	Alex Steinmetz	ESL	Trivium A	78	79	82	76	75	76	74	77	76	693	77.00	2.26
136=	Eoghan Connolly		EUDU CS	77	79	79	79	74	78	77	74	76	693	77.00	1.89
136=	Abram Chan		Oxford F	78	79	76	74	77	78	76	79	76	693	77.00	1.56
136=	Altynay Zamanbekova	ESL	NU S	74	77	76	81	75	75	82	77	76	693	77.00	2.58
143=	Cameron Docherty		Nottingham A	77	78	79	76	77	76	76	76	77	692	76.89	0.99
143=	Stefan Josipović	ESL	Belgrade Arts A	78	76	72	77	79	77	79	75	79	692	76.89	2.18
143=	Maayan Amid	ESL	HUJI MM	78	77	79	78	75	78	78	75	74	692	76.89	1.66
143=	Radith Nanayakkara		Durham A	79	76	77	76	79	76	77	77	75	692	76.89	1.29
143=	Dafna Peled	ESL	Weizmann B	76	80	76	81	75	76	75	75	78	692	76.89	2.13
148=	Nevo Werner-Reiss	ESL	Technion D	77	78	73	78	77	75	77	76	80	691	76.78	1.87
148=	Justine Leung		Oxford H	76	76	81	75	76	75	80	79	73	691	76.78	2.48
148=	Amy Simmons		GUU C	74	79	78	79	76	76	78	74	77	691	76.78	1.81
148=	Lauren		Bristol B	72	77	81	75	76	76	80	77	77	691	76.78	2.48
152=	Aisling O&#x27;Reilly		UCD L&amp;H B	75	76	78	78	78	76	80	76	73	690	76.67	1.94
152=	Sky Ng	ESL	Nottingham A	76	78	79	75	76	75	77	77	77	690	76.67	1.25
152=	Katy Harrington		TCD Hist HS	73	77	75	78	77	77	77	74	82	690	76.67	2.45
152=	Zoe McFadyen		GUU C	74	79	78	79	75	77	77	74	77	690	76.67	1.83
152=	Saskia Bergmann		Amsterdam AB	76	77	76	76	73	79	77	74	82	690	76.67	2.49
152=	Reut Ginat	ESL	Tel Aviv RO	77	78	77	76	74	76	78	77	77	690	76.67	1.15
152=	Diya Perry		Durham A	78	78	76	77	78	76	76	78	73	690	76.67	1.56
152=	Mati Wójtowicz	ESL	Warsaw MG	76	74	73	78	75	78	80	78	78	690	76.67	2.16
160=	Jonathan Krapp	ESL	Aachen JJ	73	77	77	79	74	75	78	78	78	689	76.56	1.95
160=	Spyridon Kontos	ESL	Cicero SK	74	80	77	76	78	75	78	76	75	689	76.56	1.77
160=	Or Katz	ESL	Tel Aviv OY	77	76	79	78	77	77	74	76	75	689	76.56	1.42
160=	Hania Szczerbińska	ESL	UAM A	77	75	74	80	78	73	77	77	78	689	76.56	2.06
160=	Shachar Gold	ESL	Weizmann B	75	79	76	81	76	78	74	73	77	689	76.56	2.36
165=	Filippos Koutsodimitropoulos	ESL	Athens B	75	77	79	76	78	76	75	75	77	688	76.44	1.34
165=	Antonio Vrabec	ESL	Sciences Po D	75	79	75	75	76	76	79	75	78	688	76.44	1.64
165=	Oisín Ward		TCD Phil E	78	78	76	76	73	75	83	74	75	688	76.44	2.79
168=	Pop Vlad	ESL	Bucharest AV	75	78	77	77	73	81	75	75	76	687	76.33	2.16
168=	Matthew O&#x27;Donnell		UCD LawSoc A	78	80	78	77	77	72	74	77	74	687	76.33	2.36
168=	Wendy Lian		UCL C	74	75	77	79	77	76	78	75	76	687	76.33	1.49
168=	Arina Dumitru	ESL	Bucharest AV	76	78	77	76	75	78	75	75	77	687	76.33	1.15
168=	Sam Wire		EDS B	78	76	79	76	72	78	76	76	76	687	76.33	1.89
168=	Vikram Balasubramanian		TCD Phil C	76	76	77	72	78	74	79	75	80	687	76.33	2.36
168=	Yuval Shapira	ESL	Tel Aviv OY	77	76	79	76	78	76	73	78	74	687	76.33	1.83
175=	Aleksandra Durbazeva		Vienna B	78	72	76	77	77	78	75	75	78	686	76.22	1.87
175=	Wiktor Chałupniczak	ESL	UAM A	76	75	75	80	77	73	76	76	78	686	76.22	1.87
175=	Ro’i Makov	ESL	Weizmann A	77	73	75	75	78	73	79	77	79	686	76.22	2.20
175=	Luca Lombardo		Durham B	79	73	79	75	76	76	74	76	78	686	76.22	1.99
175=	Oz shiber	ESL	Technion D	76	78	72	78	76	74	76	76	80	686	76.22	2.20
175=	Dominic Ferris		Aberystwyth B	76	71	81	72	76	78	77	78	77	686	76.22	2.90
175=	Helen Whalley		Aberdeen WB	77	74	78	72	78	72	80	77	78	686	76.22	2.70
175=	Josh Oxley		Durham B	79	74	79	75	76	76	74	76	77	686	76.22	1.75
183=	Lulu	ESL	Cicero SK	74	77	78	75	79	75	76	76	75	685	76.11	1.52
183=	Grzegorz Zińczuk	ESL	Warsaw MG	77	74	74	77	76	76	79	76	76	685	76.11	1.45
183=	Flora Aarts		Amsterdam AB	76	76	75	76	73	79	75	74	81	685	76.11	2.33
183=	Raoul Meijer	ESL	Utrecht A	74	74	75	77	77	77	78	76	77	685	76.11	1.37
183=	Harry Smith		GUU D	78	77	74	77	75	79	72	77	76	685	76.11	2.02
188=	Anna Sawicka	ESL	TCD Hist HS	73	77	75	75	77	76	76	74	81	684	76.00	2.16
188=	Amelie Willars		Bristol B	71	77	80	75	74	74	79	78	76	684	76.00	2.67
188=	Dror Brook	ESL	Weizmann A	77	73	76	74	77	73	80	76	78	684	76.00	2.21
188=	Selma Lyhne	ESL	Sciences Po D	74	79	74	76	77	74	79	73	78	684	76.00	2.21
188=	Vladislav Konstantinov	ESL	TUT A	73	76	81	76	77	74	75	77	75	684	76.00	2.16
188=	Avshalom Yonai Liberman	ESL	OUI AA	76	78	73	77	78	77	78	76	71	684	76.00	2.31
188=	Konstantin Koki Popović	ESL	Belgrade Arts A	77	73	72	77	78	76	78	74	79	684	76.00	2.31
188=	Roald de Vries	ESL	Utrecht A	73	75	74	78	77	76	78	75	78	684	76.00	1.76
196=	Emma Flanagan		UCD LawSoc A	76	80	78	76	77	72	74	76	74	683	75.89	2.23
196=	Kristina Lazić	ESL	Belgrade E	76	77	77	77	77	74	77	74	74	683	75.89	1.37
196=	Diána Pásztor	ESL	Corvinus A	78	78	73	76	77	75	78	73	75	683	75.89	1.91
196=	Noraly Jonis	ESL	Trivium A	77	78	82	74	74	75	72	75	76	683	75.89	2.73
196=	Shachar Enteen		HUJI IS	79	73	74	75	77	77	76	76	76	683	75.89	1.66
196=	Ivan Džepina	ESL	Zagreb D	74	77	76	79	73	73	77	75	79	683	75.89	2.18
196=	Agnes Li	ESL	St Andrews D	73	74	79	75	78	74	77	79	74	683	75.89	2.23
203=	Daan Zieren	ESL	Amsterdam RZ	77	74	74	76	75	76	77	74	79	682	75.78	1.62
203=	Emily Rödel		Amsterdam RZ	77	74	74	75	77	74	78	73	80	682	75.78	2.20
203=	Josef Hoppe	ESL	Aachen JJ	73	76	76	78	73	73	77	78	78	682	75.78	2.10
206=	Ayman Memon		UCD L&amp;H D	79	72	78	77	76	78	73	75	73	681	75.67	2.40
206=	Anastassia Serbina	ESL	TUT A	74	77	80	75	75	74	74	78	74	681	75.67	2.05
206=	Cal Birtley		Aberdeen WB	79	75	76	72	77	72	79	74	77	681	75.67	2.49
206=	Pearse Woods		UCD LawSoc B	76	74	76	75	74	75	77	76	78	681	75.67	1.25
206=	Patrik Branšajd	ESL	Zagreb C	75	75	71	76	76	78	77	76	77	681	75.67	1.89
206=	Liam Urban		Vienna B	79	72	74	78	78	76	73	75	76	681	75.67	2.26
206=	Yorgo Kyriakopoulos	ESL	Bristol A	75	70	77	78	76	76	78	77	74	681	75.67	2.36
206=	Myra K	ESL	St Andrews D	74	73	79	75	78	74	76	78	74	681	75.67	2.05
214=	Patrick Schmiermann	ESL	Utrecht B	75	77	77	75	76	77	76	73	74	680	75.56	1.34
214=	El-ly Namatinia		RRIS A	75	78	78	76	76	72	80	77	68	680	75.56	3.40
214=	Niall Martin		UCD L&amp;H C	74	75	73	78	79	74	79	75	73	680	75.56	2.31
217=	Stéphane de Bairéid		UCD L&amp;H C	75	74	75	77	78	75	77	75	73	679	75.44	1.50
217=	Maša Karapandža	ESL	Zagreb C	73	74	71	78	75	78	77	75	78	679	75.44	2.36
217=	Amy Jennifer Kennedy		TCD Hist EK	76	78	75	79	77	75	76	75	68	679	75.44	2.95
217=	Alex Weber-Herrmann		Berlin B	75	75	77	71	76	76	76	76	77	679	75.44	1.71
217=	Ignacy Krzewski	ESL	Warsaw MI	75	77	73	76	71	82	76	76	73	679	75.44	2.95
222=	Raluca Bleier		TCD Phil C	74	75	77	72	77	73	77	74	79	678	75.33	2.16
222=	Marta Sampers	ESL	EDS B	77	74	78	75	72	77	75	75	75	678	75.33	1.70
222=	Shannah Saul		RRIS A	74	77	78	76	76	72	80	77	68	678	75.33	3.37
222=	Rina Hendrie	ESL	Technion C	73	76	76	78	78	76	76	70	75	678	75.33	2.36
222=	András Meleg	ESL	Corvinus A	77	78	72	77	77	74	77	72	74	678	75.33	2.21
222=	Itamar Zangvil	ESL	HUJI IS	79	72	73	75	76	77	76	75	75	678	75.33	1.94
222=	Asmi Banerjee		Warwick AS	72	78	77	81	76	71	75	73	75	678	75.33	2.94
222=	Karmen Laud	ESL	Tartu B	76	78	75	74	74	73	74	79	75	678	75.33	1.89
222=	Ellen Roper	ESL	Tartu B	77	77	76	73	73	74	74	79	75	678	75.33	1.94
231=	Javi Bermejo Vilas		UCL C	72	75	75	76	76	74	78	75	76	677	75.22	1.55
231=	Pavel Kalinnikov	ESL	Berlin C	74	76	73	76	76	74	77	76	75	677	75.22	1.23
231=	Karlin Tabbara	ESL	Berlin C	73	77	74	76	78	73	76	76	74	677	75.22	1.69
231=	Marta Sanz Wawer	ESL	Warsaw MI	74	78	74	77	71	81	75	74	73	677	75.22	2.82
231=	Brian Jones		Bristol A	73	72	77	77	77	74	75	78	74	677	75.22	1.99
231=	Rosan Speek		Leiden RH	75	75	78	73	72	75	76	75	78	677	75.22	1.87
231=	Maro Samara	ESL	Athens B	75	77	77	74	76	75	74	74	75	677	75.22	1.13
238=	Filip Vrťo	ESL	CHU A	71	74	77	80	77	67	77	76	77	676	75.11	3.70
238=	Cordelia Thompson		Exeter B	77	76	71	78	77	74	75	76	72	676	75.11	2.23
238=	Andrey Belkin	ESL	Stuttgart A	77	77	76	78	75	76	72	72	73	676	75.11	2.13
238=	Dónal O&#x27;Byrne		UCD L&amp;H D	78	71	78	77	74	76	73	74	75	676	75.11	2.23
238=	Luka Maksić	ESL	Belgrade E	76	78	77	74	75	73	76	74	73	676	75.11	1.66
238=	Oscar Stanley		UEA A	78	75	76	75	75	75	73	75	74	676	75.11	1.29
238=	Itay Cohen	ESL	OUI TI	75	75	80	74	76	71	75	75	75	676	75.11	2.18
238=	Tania Acsinte	ESL	Sciences Po B	74	73	74	77	78	72	78	73	77	676	75.11	2.23
238=	Lars Laugesen	ESL	Copenhagen C	76	76	77	72	75	76	77	76	71	676	75.11	2.02
238=	Noam Ottolenghi	ESL	Weizmann D	75	74	76	72	77	75	77	75	75	676	75.11	1.45
238=	Iva Gojanović	ESL	Zagreb E	75	73	77	71	76	77	76	77	74	676	75.11	1.97
249=	Shani Sheinblat	ESL	Reichman C	78	76	74	77	74	74	77	71	74	675	75.00	2.05
249=	Maj Hrovatin	ESL	Ljubljana A	70	77	74	76	78	69	78	79	74	675	75.00	3.37
249=	Marta Vukić	ESL	Zagreb D	72	77	76	78	73	72	75	74	78	675	75.00	2.26
252=	Elton Högklint		Amsterdam EE	74	76	71	75	75	74	73	76	80	674	74.89	2.33
252=	Yonatan Etzion-Rosenberg	ESL	Reichman C	77	76	74	76	75	74	78	71	73	674	74.89	2.02
252=	Jim Balatos	ESL	NTUA A	78	77	78	71	73	77	72	74	74	674	74.89	2.51
252=	Sara Krpan	ESL	Zagreb E	75	75	76	70	77	77	75	76	73	674	74.89	2.08
256=	Arnulf	ESL	Copenhagen C	76	76	76	72	75	76	77	73	72	673	74.78	1.81
256=	Abdullah Atassi		Manchester B	70	76	73	79	73	75	80	72	75	673	74.78	3.05
256=	Bobby Ungureanu	ESL	Bucharest C	76	71	74	73	75	77	80	72	75	673	74.78	2.57
256=	Scott Lockie		Exeter B	76	75	69	76	78	75	76	75	73	673	74.78	2.39
256=	Tomáš Galnor	ESL	CHU A	71	72	77	78	77	69	76	75	78	673	74.78	3.12
256=	Connor Murphy		GUU D	75	77	72	75	74	77	72	76	75	673	74.78	1.75
256=	Markus Gelfgren	ESL	Stuttgart A	78	76	75	77	75	77	71	71	73	673	74.78	2.44
256=	Tamar Peretz	ESL	OUI TI	75	73	79	75	75	71	73	77	75	673	74.78	2.20
256=	Mihai Mihaiescu	ESL	Bucharest C	76	72	74	73	74	78	79	73	74	673	74.78	2.25
256=	Mihika Chechi		LSE MD	77	76	76	76	76	73	73	73	73	673	74.78	1.62
266=	Ibrahim Ejaz		Manchester B	72	77	73	79	72	76	78	72	73	672	74.67	2.67
266=	Marc Bode	ESL	Berlin B	73	74	78	69	74	74	76	78	76	672	74.67	2.62
266=	Alexander Allee	ESL	Weizmann D	75	74	78	70	76	74	77	74	74	672	74.67	2.16
269=	Patryk Biernat	ESL	Warsaw PW	74	76	76	73	77	75	70	76	74	671	74.56	2.01
269=	Lilia Hessabi		Sciences Po C	74	67	79	75	73	76	76	75	76	671	74.56	3.10
269=	Jeremiah Kenyanjui		Cardiff B	75	69	75	77	75	75	74	74	77	671	74.56	2.22
269=	Angeliki Ntalapera	ESL	NTUA A	77	78	77	72	73	76	72	72	74	671	74.56	2.31
269=	Dan Kritzer	ESL	Reichman A	77	73	71	76	77	75	74	73	75	671	74.56	1.89
269=	Mykhailo Datsenko	ESL	TUT B	73	76	73	76	75	73	73	78	74	671	74.56	1.71
269=	Nadav Keren	ESL	Technion C	73	75	74	77	76	76	74	72	74	671	74.56	1.50
269=	Yuval Lurie	ESL	BGU D	75	73	74	76	75	75	75	75	73	671	74.56	0.96
277=	Ella Eskola		TCD Hist EK	76	76	73	75	77	73	77	75	68	670	74.44	2.67
277=	Bjarne Roggenbuck	ESL	Heidelberg A	74	73	76	76	77	71	74	77	72	670	74.44	2.06
277=	Teja Sapač	ESL	Ljubljana A	70	75	74	76	76	70	78	78	73	670	74.44	2.83
277=	Weronika Hupert	ESL	Warsaw PW	75	74	76	74	79	73	70	75	74	670	74.44	2.27
281=	Iris	ESL	HUJI IY	74	74	74	78	75	75	71	76	72	669	74.33	1.94
281=	Tik Sze		Imperial C	72	74	78	77	74	73	76	72	73	669	74.33	2.05
281=	Aafke Moltzer	ESL	Leiden RH	73	73	79	74	71	74	75	73	77	669	74.33	2.26
281=	Sreyas Nagarajan		Warwick AS	71	78	76	81	76	71	66	74	76	669	74.33	4.19
285=	George C		Aberystwyth B	73	72	76	72	75	75	76	75	74	668	74.22	1.47
285=	Shalini Sellam		Imperial C	71	76	77	76	74	73	76	71	74	668	74.22	2.10
285=	Oren Aminof	ESL	Tel Aviv B	76	72	73	75	76	75	73	81	67	668	74.22	3.55
285=	Yiftach	ESL	HUJI IY	73	74	76	77	74	74	72	76	72	668	74.22	1.69
285=	Vija Turulytė	ESL	Sciences Po C	73	66	79	76	73	76	75	74	76	668	74.22	3.39
285=	Merey Balgabayeva	ESL	NU F	76	76	74	73	75	78	75	72	69	668	74.22	2.48
285=	Dominic Camino		LSE MD	77	75	75	75	77	72	73	72	72	668	74.22	1.93
285=	Azad Seki	ESL	Koç A	75	72	73	75	75	79	78	69	72	668	74.22	2.94
293=	Alex		UEA A	77	74	77	73	70	74	74	74	74	667	74.11	1.97
293=	Liron Kol	ESL	Bar-Ilan LH	70	74	76	79	75	76	78	76	63	667	74.11	4.61
293=	Adina		Reichman B	76	74	76	73	73	73	76	75	71	667	74.11	1.66
296=	Rotem Kalal	ESL	Reichman D	75	71	76	75	75	76	73	70	75	666	74.00	2.05
296=	Hila Amir	ESL	Bar-Ilan LH	71	74	76	79	75	75	78	73	65	666	74.00	3.92
296=	Or Toledano	ESL	Tel Aviv B	77	73	72	75	76	72	74	80	67	666	74.00	3.46
296=	Adel Gece Demir	ESL	Koç A	76	73	71	77	74	79	77	67	72	666	74.00	3.50
300=	Daniel Khlebnikov	ESL	BGU D	74	73	73	74	76	75	74	73	73	665	73.89	0.99
300=	Alicia Wang	ESL	Sciences Po B	70	73	73	76	77	71	77	73	75	665	73.89	2.38
300=	Daniel Geffen	ESL	Reichman D	75	74	76	74	75	75	72	70	74	665	73.89	1.73
303=	Victor David Awerianow	ESL	BGU C	74	69	74	75	73	78	74	74	72	663	73.67	2.26
303=	Björnchen	ESL	Karlsruhe A	75	76	75	75	76	70	75	68	73	663	73.67	2.67
305=	Alekos Chelmis	ESL	ACG A	74	72	75	77	67	75	76	71	75	662	73.56	2.91
305=	Clara MacDonald		Cardiff B	73	69	74	77	74	73	74	72	76	662	73.56	2.17
305=	Dragoș Glosic	ESL	Cicero DG	77	71	77	72	71	74	76	67	77	662	73.56	3.34
308=	Jonas Reichert	ESL	Heidelberg A	74	72	74	75	75	69	74	77	71	661	73.44	2.27
308=	Zhibek Akimova	ESL	NU F	74	74	74	72	75	77	76	71	68	661	73.44	2.59
310=	Noam Levin	ESL	Haifa C	75	72	75	71	78	75	74	68	72	660	73.33	2.75
310=	David Carmon	ESL	OUI DL	66	73	75	76	76	76	77	68	73	660	73.33	3.65
310=	Alexia Skourtsi	ESL	ACG A	74	71	77	75	67	75	76	71	74	660	73.33	2.94
313=	David van Warmerdam	ESL	Cicero DG	75	73	75	73	71	75	74	67	76	659	73.22	2.62
313=	Soumyajit Saha		UEA B	73	75	77	71	72	74	74	72	71	659	73.22	1.87
313=	Aditi Kakkad	ESL	Weizmann C	74	67	74	80	72	75	72	76	69	659	73.22	3.61
313=	Laszlo Marjai	ESL	MCC PM	76	73	76	77	71	72	73	69	72	659	73.22	2.48
313=	Marília Montenegro	ESL	Porto A	74	70	74	71	76	76	76	68	74	659	73.22	2.74
318=	Sofia Larens	ESL	TUT B	72	72	73	74	74	73	71	77	72	658	73.11	1.66
318=	Gabi Werdan	ESL	Porto A	75	70	72	72	76	75	76	68	74	658	73.11	2.64
318=	Yotam Kenneth	ESL	Weizmann C	73	68	75	79	72	75	70	76	70	658	73.11	3.28
321=	Manon Memmi		UEA B	72	75	77	71	72	75	74	71	70	657	73.00	2.21
321=	Linoy Raz	ESL	OUI DL	65	72	73	77	77	76	77	68	72	657	73.00	4.06
321=	Idan Zamir	ESL	Reichman B	75	73	75	71	73	70	78	73	69	657	73.00	2.62
324	Stelios Anastasopoulos	ESL	AUEB A	75	71	70	75	72	74	75	68	76	656	72.89	2.60
325=	Milan Vargheese		TUD A	72	70	74	66	75	73	75	74	76	655	72.78	2.94
325=	Johanna Issak	ESL	Sheffield SJ	71	74	75	70	74	72	75	75	69	655	72.78	2.20
327	Samuel Allen		Sheffield SJ	71	74	75	71	74	72	74	75	68	654	72.67	2.21
328	Almog Lalo	ESL	Haifa C	74	72	75	69	77	75	73	67	71	653	72.56	2.99
329=	Ziv bental		Bar-Ilan ZT	76	74	68	68	74	74	71	73	74	652	72.44	2.67
329=	Noa Maimon	ESL	BGU C	74	67	73	67	72	78	75	74	72	652	72.44	3.37
329=	Dearbhla Peelo		TUD A	71	71	73	64	73	74	75	75	76	652	72.44	3.40
332	Ioannis Mavrakis	ESL	AUEB B	73	76	72	73	66	70	73	73	75	651	72.33	2.75
333	Peter Harris		Liverpool B	73	72	72	70	69	74	75	71	74	650	72.22	1.87
334=	Arin Rosner	ESL	Reichman A	75	72	70	74	75	67	71	72	73	649	72.11	2.42
334=	Balázs Szigeti	ESL	MCC PM	75	68	76	76	71	71	73	68	71	649	72.11	2.92
336=	Marios-Loukas Psychogios	ESL	AUEB A	73	69	72	73	71	74	74	67	75	648	72.00	2.45
336=	Finn	ESL	Karlsruhe A	73	70	74	74	75	70	75	66	71	648	72.00	2.83
338	Tom S	ESL	RRIS B	74	72	69	76	72	73	72	70	69	647	71.89	2.18
339	Harry Ross Gorman		Liverpool C	63	78	70	72	70	74	73	73	72	645	71.67	3.80
340=	Yuval davidi	ESL	Haifa D	72	73	73	73	67	74	74	70	68	644	71.56	2.45
340=	Kristina Ibro	ESL	AUEB B	70	75	73	73	66	70	73	71	73	644	71.56	2.50
342=	Petel Dubnov		RRIS B	74	72	69	75	70	74	72	70	67	643	71.44	2.50
342=	Tzvia Ohovsky		Bar-Ilan ZT	74	73	68	69	73	73	70	70	73	643	71.44	2.06
344=	Selin Binbasi	ESL	Boğaziçi A	71	70	74	68	74	69	76	71	69	642	71.33	2.58
344=	James Bradley		Liverpool C	63	77	70	72	70	73	72	74	71	642	71.33	3.59
346	Yuval Homsky	ESL	Haifa B	68	72	69	74	77	71	72	69	69	641	71.22	2.74
347	Mert		Leiden MS	75	68	71	72	71	71	70	72	69	639	71.00	1.89
348=	Bogdan Kaluđerović	ESL	ACG B	73	74	68	70	66	75	71	71	69	637	70.78	2.74
348=	Tal Adler	ESL	Haifa B	68	72	68	73	77	69	73	68	69	637	70.78	2.97
348=	Sebastiaan Noordam		Leiden MS	75	65	71	73	72	72	70	70	69	637	70.78	2.66
